ID,Reporter Display,Request Type,Description,Latitude,Longitude,Service Request Date,Acknowledged,Minutes to acknowledge,Assigned To:,Last updated,Closed,Minutes to close,Distance,Census Code,Geo ID,Tract,Cluster Group
2148514,Rob,Street Sign,Street sign knocked over,29.6600524,-82.3094346,2016-01-11T13:09:00Z,NA,NA,Public Services,2019-12-19T23:08:00Z,2016-01-11T13:26:00Z,16,3.368721492639032,120010005002003,12001000500,500,1
2206869,Rob,Trash/Debris (Public Property),Trash piled all over sidewalk in front of residence.,29.653366,-82.300231,2016-02-03T13:50:00Z,2016-02-03T14:25:00Z,35,Neighborhood,2019-12-19T23:11:00Z,2016-02-09T18:07:00Z,8897,4.3416631490887445,120010006003030,12001000600,600,4
2213241,An anonymous SeeClickFix user,Vehicle (Abandoned/Non-Operational),NA,29.694632,-82.3646009,2016-02-05T15:14:00Z,NA,NA,Health and Public Safety,2018-09-26T08:24:00Z,2016-02-05T16:30:00Z,76,4.229224439479168,120010012021003,12001001202,1202,4
2216546,Resident,Parking in Yard (Other Than Driveway),Several cars (5+) and tow trucks parked in the yard and on the street.,29.653564,-82.375395,2016-02-07T10:01:00Z,2016-02-08T12:04:00Z,1563,Transportation,2018-09-26T10:32:00Z,2016-03-21T11:38:00Z,61957,3.1255428362131856,120010016031026,12001001603,1603,3
2217768,An anonymous SeeClickFix user,Parking in Yard (Other Than Driveway),"This property is over rented and has been turned in several times for parking violations
Maybe a ticket that actually includes a fine would help.",29.6538866,-82.3517038,2016-02-08T08:24:00Z,2016-02-08T09:53:00Z,88,Transportation,2019-12-19T23:05:00Z,2016-03-21T11:40:00Z,60615,1.0722519878032293,120010010004044,12001001000,1000,2
2229428,kjn5579,Road Repair,They are *holes*...in the road.,29.6451884,-82.3996836,2016-02-12T08:50:00Z,NA,NA,Public Services,2018-09-26T08:58:00Z,2016-02-15T08:56:00Z,4325,5.645229922087036,120010016044013,12001001604,1604,3
2250655,Feuhr,Road Repair,NA,29.62881041,-82.33984939,2016-02-21T12:04:00Z,2016-02-22T15:14:00Z,1629,Public Services,2018-09-26T09:17:00Z,NA,NA,3.6094634152806426,120010008091023,12001000809,809,3
2275942,Ryan QUINN,Trash/Debris (Private Property),There is a large quantity of garbage in the yard and in the street. There are bottles and broken glass in the street. The garbage has been out there for at least two weeks now. There is always a problem with garbage at this residence.,29.666999,-82.37414,2016-03-01T17:51:00Z,2016-03-03T08:16:00Z,2305,Neighborhood,2019-12-19T23:29:00Z,2016-05-24T08:51:00Z,120360,2.967926283786357,120010017021007,12001001702,1702,4
2281654,Deirdre Jones,Vehicle (Abandoned/Non-Operational),"Black GMW NS4L Scooter
Tag: 87AXS
Expired tag and flat tire",29.6494226,-82.3398744,2016-03-03T14:51:00Z,NA,NA,Health and Public Safety,2019-12-19T23:30:00Z,2016-03-03T16:33:00Z,101,1.3572543906862755,120010009022003,12001000902,902,3
2315682,Eliza,Street Sign,NA,29.66841698,-82.33898926,2016-03-16T08:28:00Z,NA,NA,Public Services,2019-12-19T23:50:00Z,2016-03-16T08:44:00Z,15,0.9685886353475486,120010003011029,12001000301,301,4
2414750,An anonymous SeeClickFix user,Street Sign,Crooked and sign is not legible.,29.6565878,-82.3323174,2016-04-19T14:49:00Z,NA,NA,Public Services,2019-12-20T00:11:00Z,2016-04-19T14:59:00Z,9,1.2541359820662679,120010002001016,12001000200,200,4
2462980,Bunny,Parking in Yard (Other Than Driveway),Yard parking,29.65442657,-82.35198212,2016-05-05T06:36:00Z,2016-05-05T09:30:00Z,173,Transportation,2019-12-20T00:15:00Z,2016-06-21T11:28:00Z,67971,1.047668373892438,120010010004045,12001001000,1000,2
2556678,Feuhr,Other,NA,29.64056385,-82.32515629,2016-06-03T15:07:00Z,2016-06-06T09:20:00Z,3973,Public Services,2019-12-18T15:57:00Z,2016-06-16T08:02:00Z,18294,2.9307385594110045,120010007002012,12001000700,700,4
2647385,Commissioner Budd,Request to City Auditor's Office,NA,29.6526691,-82.3231027,2016-06-30T09:22:00Z,NA,NA,Neighborhood,2018-09-26T15:29:00Z,2016-06-30T09:24:00Z,1,2.2458329611305357,120010005001023,12001000500,500,1
2665361,Robert,Other,NA,29.65752947,-82.32586342,2016-07-06T15:05:00Z,NA,NA,Public Services,2019-12-20T01:16:00Z,2016-07-14T16:00:00Z,11575,1.8195498082124428,120010005001004,12001000500,500,1
2801998,JIGJIGBMK,Trash/Debris (Private Property),"TWO CARS PARKED ON LAWN       LARGE PILE OF DEBRIS ROAD SIDE             BIG GARBAGE CAN LEFT OUT
LITTER!",29.6583648,-82.2923597,2016-08-15T22:41:00Z,2016-08-16T09:33:00Z,651,Neighborhood,2018-09-26T19:59:00Z,2016-09-20T11:22:00Z,51160,5.0274235134944805,120010006003013,12001000600,600,4
2889816,Chris Dawson,Other,The mulch at Hidden Gem Park playground is really compressed. This creates big steps for kids to get on the equipment.,29.68227532,-82.34978467,2016-09-10T13:57:00Z,2016-09-12T07:18:00Z,2480,Public Services,2019-12-20T02:13:00Z,2016-09-15T15:23:00Z,7286,2.427281503906384,120010012031049,12001001203,1203,4
2904878,kurt,Grass (Overgrown),NA,29.693236,-82.363784,2016-09-15T08:35:00Z,NA,NA,Neighborhood,2018-09-26T19:51:00Z,2016-09-16T09:27:00Z,1491,4.054914819763167,120010012021000,12001001202,1202,4
2910636,Gina,Maintenance Ditch/Drainage/Flooding,Ditch is blocked with debris,29.654902,-82.384258,2016-09-16T19:16:00Z,2016-09-16T19:16:00Z,0,Public Services,2018-09-26T19:58:00Z,2016-09-20T08:12:00Z,5095,3.930253706351818,120010016031015,12001001603,1603,3
2948269,PST 6067,Grass (Overgrown),NA,29.7033875,-82.3760705,2016-09-28T11:31:00Z,2016-09-28T11:35:00Z,3,Neighborhood,2018-09-26T21:06:00Z,2016-10-04T08:57:00Z,8485,5.632999425876244,120010018034018,12001001803,1803,3
2958192,Liz K.,Right-of-Way Maintenance,Southeast side of 28 Ave on corner of 9 St to church parking lot needs mowing. Thank you.,29.677773,-82.3147603,2016-10-01T12:24:00Z,2016-10-01T12:24:00Z,0,Public Services,2018-09-26T21:04:00Z,2016-10-03T14:21:00Z,2997,3.407955412100991,120010004004010,12001000400,400,4
3007677,311GNV,Sidewalk Repair,"On the south side, directly behind center, just north of the basketball court.",29.6625467,-82.371802,2016-10-18T10:24:00Z,2016-10-18T10:24:00Z,0,Public Services,2019-12-20T02:50:00Z,2016-10-18T16:42:00Z,377,2.6714479815485133,120010010005010,12001001000,1000,2
3062479,LG,Streetlight/Lamp,30 foot streetlight is out.,29.64622691,-82.3165356,2016-11-17T10:46:00Z,2016-11-17T15:32:00Z,286,Public Services,2018-09-26T23:33:00Z,2016-11-22T12:49:00Z,7322,3.145148551400747,120010007001032,12001000700,700,4
3079709,PST 6067,Vehicle (Abandoned/Non-Operational),NA,29.672117,-82.326889,2016-11-30T09:08:00Z,NA,NA,Health and Public Safety,2019-12-20T03:25:00Z,2016-11-30T15:49:00Z,400,2.084791775726895,120010003011004,12001000301,301,4
3128788,sor20311,Right-of-Way Maintenance,NA,29.645176,-82.335278,2017-01-03T11:34:00Z,2017-01-03T11:34:00Z,0,Public Services,2018-09-27T00:29:00Z,2017-01-03T14:05:00Z,151,1.9643225712553387,120010002006009,12001000200,200,4
3242694,City Fixer,Streetlight/Lamp,Parking lot side,29.6548566,-82.3431297,2017-03-01T18:51:00Z,NA,NA,Public Services,2018-09-27T06:27:00Z,2017-06-16T11:06:00Z,153554,0.6933053264279168,120010010003008,12001001000,1000,2
3244227,An anonymous SeeClickFix user,Parking in Yard (Other Than Driveway),Two vehicles have been parked behind an abandoned building for months,29.658217,-82.32814,2017-03-02T13:26:00Z,NA,NA,Transportation,2019-12-20T05:18:00Z,2017-03-07T08:12:00Z,6885,1.5883195524615072,120010002001001,12001000200,200,4
3263754,CityOfGainesvilleCollaborativeNeighbor,Parking in Yard (Other Than Driveway),One car parked outside designated parking area.   Trash can in front yard.,29.656416,-82.34285,2017-03-13T09:33:00Z,NA,NA,Transportation,2019-12-20T05:52:00Z,2017-03-13T11:24:00Z,111,0.5287455452289244,120010010004019,12001001000,1000,2
3282304,CityOfGainesvilleCollaborativeNeighbor,Road Repair,The north side of the traffic circle at the intersection of NW 22nd Street and 19th Lane (in Forest Ridge Subdivision) is broken and in need of repair.,29.6696692,-82.352122,2017-03-21T09:30:00Z,2017-03-21T09:31:00Z,1,Public Services,2019-12-20T05:52:00Z,2017-03-27T17:01:00Z,9091,1.2289638870294028,120010011003018,12001001100,1100,4
3277266,An anonymous SeeClickFix user,Parking in Yard (Other Than Driveway),Scooters in yard,29.65158272,-82.35631561,2017-03-18T19:30:00Z,NA,NA,Transportation,2019-12-20T05:51:00Z,2017-03-20T15:40:00Z,2649,1.5701383620044698,120010010004047,12001001000,1000,2
3286065,CityOfGainesvilleCollaborativeNeighbor,Street Sign,The pedestrian sign by GRU is falling down  and needs repair.,29.6344719,-82.3280614,2017-03-22T14:57:00Z,NA,NA,Public Services,2019-12-20T06:28:00Z,2017-03-22T15:14:00Z,16,3.343249139404472,120010008082000,12001000808,808,3
3324602,Michael Gamble,General Code Issue,NA,29.64988327,-82.34890747,2017-04-08T09:39:00Z,2017-04-10T07:06:00Z,2726,Neighborhood,2019-12-20T07:06:00Z,2017-04-17T17:26:00Z,NA,1.3182114511638219,120010009024003,12001000902,902,3
3363593,Bob Thomas,Street Sign,The brown cemetery sign for historic site is upside down and been missing a bolt for weeks now.,29.63510221,-82.31673597,2017-04-25T08:20:00Z,NA,NA,Public Services,2018-09-27T04:28:00Z,2017-04-26T07:54:00Z,1414,3.9240989193810436,120010007002073,12001000700,700,4
3376356,An anonymous SeeClickFix user,General Code Issue,Large trailer covered with signage for a new menu item parked at intersection of W. Univ. Av. & 34th St (3403 W. Univ. Av) @ PDQ restaurant for over a month  A second trailer / cooker is parked with signage facing 34th.,29.6516635,-82.3729428,2017-04-30T15:24:00Z,2017-05-01T07:28:00Z,964,Neighborhood,2019-12-20T10:20:00Z,2017-05-01T17:11:00Z,1547,2.9649780185623724,120010016043000,12001001604,1604,3
3377077,An anonymous SeeClickFix user,Trash/Debris (Private Property),"Garbage all over front yard, cars parked in street and people illegally living there with illegal subleases.",29.6586958,-82.353831,2017-05-01T00:43:00Z,NA,NA,Neighborhood,2019-12-20T10:23:00Z,2017-05-01T17:12:00Z,989,0.9626826935588106,120010010004009,12001001000,1000,2
3383382,Dave,Street Sign,Street sign knocked over,29.6819315,-82.3469681,2017-05-02T20:16:00Z,NA,NA,Public Services,2019-12-20T10:39:00Z,2017-05-03T07:12:00Z,655,2.3439406908163978,120010012032000,12001001203,1203,4
3393375,Echo,Other,NA,29.68722026,-82.34951209,2017-05-07T09:15:00Z,2017-05-08T07:14:00Z,1319,Public Services,2019-12-20T14:28:00Z,2017-05-08T10:23:00Z,1508,2.961994836937305,120010012022000,12001001202,1202,4
3408750,PST 6067,Street Sign,No Parking Tow Away Zone sign just east of this residence is down,29.6679327,-82.3380833,2017-05-12T14:55:00Z,NA,NA,Public Services,2018-09-27T05:15:00Z,2017-05-15T10:52:00Z,4076,0.9741099785278348,120010003011026,12001000301,301,4
3418905,An anonymous SeeClickFix user,Grass (Overgrown),The yard is invasive taking over and is growing over to my yard just wondering if anything can be done,29.6862403,-82.3288444,2017-05-17T08:39:00Z,NA,NA,Neighborhood,2018-09-27T05:19:00Z,2017-05-17T08:50:00Z,11,3.1791163457758094,120010003021006,12001000302,302,4
3416025,Phil Mann,Streetlight/Lamp,Street Light is intermittent 4310 NW 25th Terrace,29.69389153,-82.36029053,2017-05-16T10:29:00Z,2017-05-16T10:56:00Z,27,Public Services,2019-12-20T14:31:00Z,2017-05-22T12:00:00Z,8730,3.975946564572216,120010012021018,12001001202,1202,4
3493415,An anonymous SeeClickFix user,Parking in Yard (Other Than Driveway),Overgrown bushes and yard pool filed with zika virus abandoned car,29.6553698,-82.353655,2017-06-16T09:35:00Z,NA,NA,Transportation,2019-12-20T17:12:00Z,2017-06-16T17:36:00Z,481,1.1060170509284775,120010010004032,12001001000,1000,2
3523552,Marie,Building (Abandoned/Damaged),The owner at 1220 NW 7th St. died over 2 years ago. The house has been vacant ever since.,29.663597,-82.332246,2017-06-28T21:10:00Z,NA,NA,Neighborhood,2019-12-20T17:29:00Z,2017-06-29T08:25:00Z,675,1.1956084350035014,120010003012029,12001000301,301,4
3524100,CityOfGainesvilleCollaborativeNeighbor,Grass (Overgrown),Very tall grass,29.6937,-82.363275,2017-06-29T08:42:00Z,2017-06-29T14:48:00Z,366,Neighborhood,2018-09-27T06:56:00Z,2017-06-29T14:48:00Z,366,4.078224967722789,120010012021018,12001001202,1202,4
3524106,CityOfGainesvilleCollaborativeNeighbor,Grass (Overgrown),Very tall grass.,29.6917055,-82.3644545,2017-06-29T08:44:00Z,NA,NA,Neighborhood,2018-09-27T06:56:00Z,2017-06-29T14:45:00Z,361,3.9367924804529255,120010012021010,12001001202,1202,4
3524157,CityOfGainesvilleCollaborativeNeighbor,Grass (Overgrown),Very tall grass,29.6932467,-82.3637368,2017-06-29T08:57:00Z,NA,NA,Neighborhood,2018-09-27T07:57:00Z,2017-06-29T14:41:00Z,343,4.053843320453557,120010012021000,12001001202,1202,4
3545460,Jose,Streetlight/Lamp,NA,29.62761879,-82.38297272,2017-07-08T21:37:00Z,2017-07-10T12:19:00Z,2321,Public Services,2018-09-27T07:32:00Z,2017-07-17T09:28:00Z,12230,5.278023294537311,120010015213021,12001001521,1521,4
3554879,An anonymous SeeClickFix user,Trash/Debris (Public Property),Trash debris and food waste at sidewalk metal bench,29.6526808,-82.3250151,2017-07-12T12:52:00Z,NA,NA,Neighborhood,2018-09-27T07:59:00Z,2017-07-27T17:43:00Z,21891,2.078206490696462,120010005001050,12001000500,500,1
3571216,City Clerk's Office 2,Grass (Overgrown),"Commissioner Arreola received the following e-mail from Deb Lancaster on 7/19, 7am:

Good morning.  I called yesterday afternoon and spoke with a customer service rep who advised she would transfer me to your extension.  Instead, I was sent to the voice mailbox of Adrian Santos-Hayes.  I left a message, requesting that he transfer my message to you.  In case that does not occur, I am emailing my request to you.

I reside at 4201 NW 14th PL.  I am a 64 year old widow who somehow manages to keep her yard in decent shape, which activities include mowing.  So, how it is that the City of Gainesville, with its vast resources cannot mow the grass circle on our street?  I have lived there for 41 years and the circle has been mowed regularly (every month or so) each summer.  I'm not normally a complainer, but the height of the grass/weeks is absurd.  I am 5 ft 6 and the weeds come up to my shoulder in some spots.  Of course when I checked that out, I had to wear hard, enclosed shoes, for fear of snakebite. And who knows what other wildlife is lurking amongst the overgrowth? The neighborhood kids, who sometimes use that circle for touch football or other activities, are unable to use it due to the jungle-like conditions.  If the City waits much longer, it's going to need a bush-hog.  By the way, I have observed the mowing many times in the past.  It typically takes no longer than 15-20 minutes to accomplish.  Of course, in its current state, it may now take much longer to mow.

Kindly forward my request to the appropriate department.  FYI, I have made two telephone calls to Public Works in the last few weeks, and have been told ""it's on schedule"" to be mowed.

Thank you for your consideration and assistance.

Deb Lancaster",29.6654024,-82.3880516,2017-07-19T07:07:00Z,NA,NA,Neighborhood,2018-09-27T07:38:00Z,2017-07-19T11:40:00Z,272,4.265889458117943,120010017021012,12001001702,1702,4
3601914,Jodie newman,General Code Issue,NA,29.657868,-82.3532751,2017-08-01T08:22:00Z,NA,NA,Neighborhood,2019-12-20T17:54:00Z,2017-08-01T10:22:00Z,120,0.9411949297278099,120010010004026,12001001000,1000,2
3624783,Martha,Right-of-Way Maintenance,Overgrown bushes in fence on southeast side of intersection make it difficult to see bicycles and foot traffic on sidewalk. We would appreciate it being trimmed.,29.66852735,-82.37738288,2017-08-10T09:05:00Z,2017-08-10T09:05:00Z,0,Public Services,2018-09-27T08:37:00Z,2017-08-10T11:41:00Z,155,3.3131631173577443,120010017021007,12001001702,1702,4
3627093,JIGJIGBMK,Road Repair,NA,29.6533157,-82.3596892,2017-08-10T21:23:00Z,2017-08-10T21:23:00Z,0,Public Services,2018-09-27T08:53:00Z,2017-08-14T13:07:00Z,5264,1.7223530804257041,120010010002001,12001001000,1000,2
3662637,Jose,Road Repair,NA,29.62372589,-82.35613251,2017-08-26T14:35:00Z,2017-08-26T14:35:00Z,0,Public Services,2019-12-20T18:41:00Z,2017-08-29T17:51:00Z,4515,4.30685857073384,120010015152006,12001001515,1515,3
3673303,An anonymous SeeClickFix user,Sidewalk Repair,NA,29.65647125,-82.31851196,2017-08-30T22:25:00Z,2017-08-30T22:25:00Z,0,Public Services,2018-09-27T11:08:00Z,2017-09-26T12:16:00Z,38270,2.539741374307377,120010005005015,12001000500,500,1
3696916,Rapid Assessment Team,Emergency - Tree or Brush Debris,Pine tree blocking roadway,29.66176414,-82.29594421,2017-09-11T13:59:00Z,2017-09-11T13:59:00Z,0,Health and Public Safety,2019-12-20T19:00:00Z,2017-09-13T12:11:00Z,2772,4.672728701896051,120010006001018,12001000600,600,4
3699228,Rapid Assessment Team,Emergency - Tree or Brush Debris,tree across road,29.6552389,-82.31472887,2017-09-12T09:35:00Z,2017-09-12T09:36:00Z,0,Health and Public Safety,2019-12-20T19:06:00Z,2017-09-15T11:51:00Z,4455,2.926341165346385,120010005004020,12001000500,500,1
3703494,An anonymous SeeClickFix user,Tree/Limbs (Public Property),Tree down blocking roadway.,29.6379322,-82.2998014,2017-09-13T12:41:00Z,2017-09-13T12:41:00Z,0,Neighborhood,2018-09-27T10:54:00Z,2017-09-20T12:51:00Z,10089,5.008384114741447,120010007003045,12001000700,700,4
3707515,CityOfGainesvilleCollaborativeNeighbor,Maintenance Ditch/Drainage/Flooding,"Hi, I live in the Raintree Neighhorhood...There is a outflow pipe at the south end of the field (at the end of 12th Place) that I believe is clogged up, but I'm not an expert. However, over the years I've watched water flow out through that pipe, and now, no water is flowing. Raintree Park is not zoned as a retention pond, but it seems to have become one. This has created a huge mosquito problem and a potential flooding hazard.",29.66401541,-82.35996734,2017-09-14T16:43:00Z,2017-09-14T16:43:00Z,0,Public Services,2018-09-27T10:39:00Z,2017-09-15T10:18:00Z,NA,1.5575281242374486,120010010005002,12001001000,1000,2
3724732,Emilch,Trash/Debris (Private Property),All other residents were picked up,29.64723778,-82.38626099,2017-09-22T10:50:00Z,NA,NA,Neighborhood,2019-12-20T19:04:00Z,2017-09-22T12:22:00Z,91,4.344396969695741,120010016041000,12001001604,1604,3
3757466,Adrian,Maintenance Ditch/Drainage/Flooding,The sidewalk floods here after every rain. It pushes pedestrians onto the road causing a hazard.,29.65195084,-82.32405853,2017-10-06T11:56:00Z,2017-10-06T12:00:00Z,3,Public Services,2019-12-20T19:34:00Z,2017-10-09T08:38:00Z,4121,2.1975059244692523,120010005001048,12001000500,500,1
3759899,An anonymous SeeClickFix user,General Code Issue,"3941  SW 5th Place,  Sugarfoot.",29.6469521,-82.3841227,2017-10-07T10:33:00Z,2017-10-09T08:22:00Z,2749,Neighborhood,2018-09-27T11:42:00Z,2017-10-10T12:09:00Z,4416,4.163341463991656,120010016042024,12001001604,1604,3
3768248,Michelle,Vehicle (Abandoned/Non-Operational),This vehicle does not have a tag and has not moved in weeks.  It is located in front of 2102 NE 8th Street.,29.67229884,-82.31586675,2017-10-10T15:40:00Z,2017-10-10T16:32:00Z,51,Health and Public Safety,2018-09-27T11:44:00Z,2017-10-11T07:40:00Z,959,3.0187118309457253,120010004003003,12001000400,400,4
3786862,An anonymous SeeClickFix user,Grass (Overgrown),grass needs to be cut again!!!!,29.61347583,-82.36472588,2017-10-16T19:51:00Z,NA,NA,Neighborhood,2018-09-27T12:04:00Z,2017-10-18T09:45:00Z,2273,5.650401109852228,120010015171000,12001001517,1517,3
3790495,An anonymous SeeClickFix user,Building (Abandoned/Damaged),business bldg. roof has been damaged for over 5 years and never been repaired. Cars parked in street not allowing two way traffic. weeds over grown from businees scratching cars. broken/damaged fence only supported by junked cars. Oil on ground from parts being removed from cars. Insufficient parking for costumers; thus blocking road right away.,29.6932787,-82.3391883,2017-10-17T15:48:00Z,NA,NA,Neighborhood,2018-09-27T12:04:00Z,2017-10-18T11:12:00Z,1163,3.625326744541359,120010012031011,12001001203,1203,4
3827840,An anonymous SeeClickFix user,Sidewalk Repair,NA,29.66064644,-82.32210541,2017-10-29T12:11:00Z,2017-10-29T12:12:00Z,0,Public Services,2018-09-27T13:11:00Z,2017-11-08T21:41:00Z,15029,2.141717217454264,120010005003047,12001000500,500,1
3971605,Betsy,Streetlight/Lamp,"streetlight is out - flickers occasi
onally",29.63846646,-82.31835254,2017-12-21T06:16:00Z,2017-12-21T14:18:00Z,481,Public Services,2019-12-20T20:43:00Z,2017-12-29T15:29:00Z,12072,3.5454996277819535,120010007002049,12001000700,700,4
3991353,BetterGNV,Graffiti,Good job Gainesville,29.64395142,-82.32165527,2017-12-31T18:55:00Z,NA,NA,Health and Public Safety,2019-12-20T20:47:00Z,2018-01-03T11:44:00Z,3888,2.894855708746191,120010007002011,12001000700,700,4
4014399,Greta Moreau,Tree/Limbs (Public Property),property owner request the City trims the limbs hanging over his property from the City right of way.,29.6513505,-82.3346988,2018-01-09T14:32:00Z,2018-01-09T14:32:00Z,0,Neighborhood,2019-12-20T20:41:00Z,2018-01-09T17:00:00Z,148,1.4171523956732535,120010002004012,12001000200,200,4
4027169,An anonymous SeeClickFix user,General Code Issue,Need a mold test done. Flipped my mattress and it was full of black mold. I have also been doing some chronic coughing and have made a doctors appointment to see if I have been exposed.,29.6785373,-82.3014452,2018-01-13T02:16:00Z,2018-01-16T08:17:00Z,4680,Neighborhood,2018-09-27T16:03:00Z,2018-01-18T11:53:00Z,7776,4.576322717093069,120010004001006,12001000400,400,4
4048604,Jose,Road Repair,Road separator has been knocked down.,29.62174216,-82.37225272,2018-01-20T21:05:00Z,2018-01-20T21:06:00Z,0,Public Services,2018-09-27T16:18:00Z,2018-01-23T18:11:00Z,4145,5.143152939628581,120010015151011,12001001515,1515,3
4052579,An anonymous SeeClickFix user,Trash/Debris (Private Property),Excess trash outside dumpsters.  According to staff on-site it is an ongoing issue.,29.62301207,-82.37513743,2018-01-22T15:41:00Z,NA,NA,Neighborhood,2019-12-20T21:01:00Z,2018-02-19T07:11:00Z,39810,5.179450567363368,120010015191002,12001001519,1519,3
4055172,An anonymous SeeClickFix user,General Code Issue,NA,29.64959908,-82.32283783,2018-01-23T09:34:00Z,NA,NA,Neighborhood,2019-12-20T20:57:00Z,2018-01-29T08:35:00Z,8580,2.429140455192244,120010005001066,12001000500,500,1
4068100,An anonymous SeeClickFix user,Traffic Enforcement,"This incident occurred this morning. The vehicle has already passed between ten to fifteen vehicles down the center lane before it had passed me. This happens every single morning, Monday-Friday on Southwest 23rd Terrace between Archer and Southwest 35th Place.",29.62282184,-82.35601218,2018-01-26T10:52:00Z,NA,NA,Health and Public Safety,2019-04-26T10:55:00Z,2018-01-29T11:10:00Z,4337,4.400896781537499,120010015153000,12001001515,1515,3
4109395,An anonymous SeeClickFix user,General Code Issue,NA,29.65326375,-82.35957513,2018-02-09T13:05:00Z,NA,NA,Neighborhood,2018-09-27T17:17:00Z,2018-02-13T08:32:00Z,5486,1.715687326969228,120010010002001,12001001000,1000,2
4122060,Jose,Streetlight/Lamp,The street light is located at the beginning of the KFC drive-through,29.62352687,-82.37538266,2018-02-13T20:47:00Z,2018-02-14T14:29:00Z,1062,Public Services,2018-09-27T18:57:00Z,2018-03-13T14:36:00Z,39889,5.146606042269257,120010015191003,12001001519,1519,3
