gainsville_df.Tract,Building (Abandoned/Damaged),Dead Animal (Public Property),Emergency - Flooding,Emergency - Other,Emergency - Traffic,Emergency - Tree or Brush Debris,Flooding,Garbage Pick Up & Recycling,General Code Issue,General Police Enforcement,Graffiti,Grass (Overgrown),Maintenance Ditch/Drainage/Flooding,Mosquito Control,Noise Complaint,Other,Park Repair or Clean Up,Parking Enforcement,Parking in Yard (Other Than Driveway),Parking Meter Malfunction,Request for New Streetlight/Lamp,Request to City Auditor's Office,Request to General Manager of Utilities,Residential Rental Maintenance,Right-of-Way Maintenance,Road Repair,Sewer/Wastewater,Sidewalk Repair,Street Sign,Street Sweeping,Streetlight/Lamp,Traffic Enforcement,Traffic/Pedestrian Signal,Trash/Debris (Private Property),Trash/Debris (Public Property),Tree Planting Suggestion,Tree/Limbs (Private Property),Tree/Limbs (Public Property),Vehicle (Abandoned/Non-Operational),Water Pipe Leaks/Spills,Total,Population
1000,0.11326582452703017,0.15428090925382187,0.10615574314711183,0.026147292677418603,0.6367774237596723,0.07363949196295216,0.1175729052861585,0.2450409423304287,0.20596870836449704,0.03557744473077445,0.10841809551486971,0.17757344723330126,0.16155681761794996,0.0935508273046044,0.10142159694611524,0.13791903872652114,0.13983183198190882,0.160835563168771,0.8274039611355837,0,0.19326207456269104,0,0.39375175907683646,0.1796379978763859,0.1592461102118849,0.08806181535942047,0.23377057398278886,0.0849276345395783,0.1966619109563174,0.26372590602761675,0.10793469616383558,0.17773895781637716,0.0932143112951559,0.22193982519660838,0.11271489618834646,0,0.2460228236225121,0.2452557303764737,0.09047383788445831,0.2520834271814046,1324,5596
1100,0.13734898058733877,0,0,0.30038080849771437,0,0.09399694265392552,0,0,0.07024265824371018,0.12110063746100637,0.03459750072653298,0.08333205004542839,0.04511036028924185,0.32838496934438355,0.06472967003092397,0.06677622334832113,0.08924399355314284,0,0.012623159601176725,0,0.08222962822261747,0,0,0.035276687162012,0.03079837777101322,0.08763879516594074,0,0.02356644860910774,0.02622686836473501,0,0.04152062080390618,0.028359305210918114,0.08923737833916617,0.04384320055977879,0.029428904295520454,0.028243583609785416,0.11215543175837359,0.11180573382002142,0.11104336614214234,0.08044281273931259,399,7143
1201,0.0069242742263575805,0,0,0.01065640794012974,0,0.011254498838691,0,0,0.011534175741368334,0,0,0.00798205076873612,0.006172778246414926,0.028595191226684386,0.007750252036111961,0.015506019290738995,0,0.004916176390282037,0,0,0.019691135247765248,0,0.24071207430340558,0,0,0.014599264382286497,0,0,0.0017944064453862616,0,0.006327200860290057,0,0.011396932056494936,0.008883702604298107,0.0046981325117819535,0,0,0.009179514379271453,0.00850912738227118,0,102,3421
1202,0.03698444922569977,0,0.04621707926270195,0.22767519916518056,0,0.10419650357165573,0.15356332464913017,0.18288616843593417,0.06776791840326458,0.0154893699986437,0.03540153056282089,0.16030505853426122,0.08572330760590573,0.12218781214606032,0.049675468107520306,0.06625752411342374,0,0.03151037699787028,0,0,0,0,0,0.03609650097538089,0.044119764857856625,0.05848400871645645,0,0.01929129753705373,0.06517403801770803,0,0.011586965654451923,0.02901836228287841,0.06087414235670965,0.07764593566651613,0.020075212235378132,0.028899951365521714,0.1606666206090905,0.07191111532486072,0.11135148311217416,0.08231226631830263,384,7309
1203,0.032261329112514905,0,0.022397167156723262,0.027583306726059294,0,0.03107351447852949,0.0744180183208673,0.02215702587905592,0.03582641082367141,0.007506272887562729,0.08577932771481159,0.033057496431293,0.054324418200764155,0.02960659670415554,0.016048753412399044,0.02709190749873087,0.17701370581841352,0.02545030221335717,0.02295130637832132,0,0,0,0,0.03498530755364595,0.021380791780890432,0.015115637077479909,0.14796557774250146,0.007011538091008788,0.016720867777264906,0,0.021524689743366174,0,0.029500097445268242,0.020068182907341643,0.016214348004220676,0.05602059254983057,0.011122904641975618,0.011088223692860586,0.0484555131639944,0,309,3542
1514,0.009478625022517553,0,0,0,0,0,0,0,8.771727726919989e-4,0,0,0.0014568817597190393,0,0,0.028291478347549304,0,0,0.00672974394495492,0,0,0,0,0,0.06552831073906709,0.001346108573443977,0.004163521576430361,0,0,0.005731505182325542,0,0.0028870974986590996,0.006197518610421836,0.01820144352255483,0,0.0021437547064868836,0,0,0,0,0,75,1561
1515,0,0,0.09877643934364033,0,0,0,0.10939994957559458,0,0.002925969652406943,0,0,0.0024298473167383206,0,0,0.023592845572660028,0.013275697566901152,0,0,0,0,0.029971277765306534,0,0,0.05143097019532311,0.013470571445079028,0.06388565118704374,0,0,0.005462422894549117,0,0.04540064521754294,0.062018858560794046,0.008673461738989934,0,0.011918140889042498,0,0,0,0.009713612893777996,0,123,5207
1516,0,0,0,0,0,0,0,0,0,0,0,9.958314142346028e-4,0.0019252716717114077,0,0.00966912472672489,0.0012090706360142142,0,0,0,0,0,0,0,0.0052695261377385975,0,0.003984284773140084,0,0.0014081142750059057,0.0022386807099995802,0,0.005638387537419711,0,0.001777335063472683,0.0010075640486605277,0.0029306678690858485,0,0,0.0019087093135891338,0.0033174652575574935,0,40,2134
1517,0,0.06849730504666197,0.031420531790445475,0,0,0,0,0,0.005584460611795698,0,0,0.03014419956200217,0.0044829779459859345,0.06230174153992753,0,0.014076551055188919,0,0,0.002927083861040979,0,0,0,0,0.024540089389337483,0,0.005301355211603449,0,0.006557563104502667,0.005212748101212706,0,0.026257870359361335,0,0.012415526612552616,0.0035191558747381642,0.0022746780133532617,0,0.031208194898914087,0.00444441264256064,0.018539251956667127,0,87,4969
1519,0.011646382314662824,0,0,0,0,0.0031549442812933847,0,0,0.008083363443417299,0,0,0.0026851049472848662,0.0025955982190785944,0,0.006517823767288544,0.0024450535753136556,0,0,0,0,0.016559893629880335,0,0,0.007104229942958738,0.0024809445008317243,0.013812436153556864,0,0.0075935234661518095,0.0015090638244303638,0,0.02052410053979502,0,0.035942312401201326,0.0013583700880957536,0.00395104566980318,0,0,0,0.004472515251168186,0,96,2877
1520,0,0,0,0,0,0.0025013652782864826,0,0,0.0025635247847667513,0,0,0,0.0020578934785256426,0,0.041340718840973706,0.0019385356987453768,0,0,0,0,0.013129342151462301,0,0,0.02253006395535472,0.003933982903300079,6.083915897397599e-4,0,0.0015051118375297426,0,0.1074979970780904,0.005424107673649918,0.009056079404466502,0.005699298893787989,0.0026924245489628206,0.0020883640766588005,0,0,0.001020095113471606,0.004964383108474274,0,55,2281
1521,0.01711941286364584,0,0.053482563470233016,0,0,0.013912679213336521,0,0.1058182523348701,0.02257581981376515,0.017924352366743522,0.020483386612418872,0.007893853890905595,0.011446073898314259,0,0,0.021564403691348176,0,0.006077319483923629,0,0,0,0,0,0.041770995382374006,0,0.01579150918988699,0,0.0027904945028116098,0.011091120809030255,0,0.08492035183115487,0.016790074441687345,0.038744072079515336,0.03394414346314494,0.021295179412996655,0.01672156168077594,0,0.00567380390382037,0.014463464509495505,0,229,4229
1603,0.0029692809968040255,0,0.027828891207436212,0.004569701972572443,0,0.0032174509980239106,0,0,0.006182635125908852,0.0031088939373389393,0,0.019168121448500722,0.022499695511157825,0.006131123286984215,0.013293913752676113,0.0037402435818405977,0,0.00210816450293591,0.01469079179120567,0,0,0,0,0,0.010120390914758817,0.0015651213715882995,0,0,0.0030779237128110443,0,0.0019380305804579934,0.01164863523573201,0.007330882487669426,0.005887450752002085,0.0013431083298809559,0,0.004606804378819377,0.005904566323176507,0.004105013476619642,0,167,1467
1604,0.008226750246428058,0,0.3084131651332638,0.012660909112147713,0,0.03565734037210139,0,0.15255318749648128,0.047963256519371694,0.017227129391021292,0.03937324421195389,0.011380197141021208,0.18334739244777454,0,0.12891335621481406,0.043754022681122634,0,0.16354585509279085,0.028731251406402238,0,0.14037056863117542,0,0,0,0.06308946146171351,0.09323167690432435,0.33958559612331857,0.005363899222831775,0.02558327388695397,0,0.030069462609352747,0.06454789081885856,0.11509618764127481,0.024947597462581673,0.037212432220866704,0.06428449983590806,0,0.07634345318966435,0.03538401603576271,0.09154691652777153,268,8129
1803,0.07179405698509692,0,0.06901261500521673,0.05099563121539432,0,0.02992097835074383,0.22930498361206825,0,0.05672936494601819,0.011564576834395768,0,0.061116236485228424,0.04430921631338443,0,0.024725592143269786,0.013913094223656539,0.06817926260947788,0.01568405411386675,0,0,0,0,0,0.013475072227572413,0.009411549628806895,0.014554988624330863,0,0.01800393532967954,0.014311715832319247,0,0.008650988038903289,0.021665508684863524,0.022724736273126593,0.03220640237547153,0.00999228651146609,0,0.017136558619780053,0.017083127242219148,0.02375329997627717,0,186,5457
1902,0,0,0.02018400834677037,0.004971536706356932,0.3632225762403277,0,0,0,0.007174722589193748,0.0067645463176454635,0,0.005958189080106565,0.008639363415327292,0,0,0.00994678729422003,0,0,0,0,0.03674604133929651,0,0,0.007882065338173198,0.005505161520093753,0.004256874078144046,0,0,0.005022869371826612,0,0.0033735207159219715,0,0.0053170136106886635,7.535483700385202e-4,0.011689711762726684,0.050484960874946125,0,0.00713753529636424,0.006947089382836423,0,74,3192
